Id,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Dewpoint Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Outdoor Air Barometric Pressure [Pa](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Ground Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),BASEMENT PEOPLE:People Occupant Count [](TimeStep),BASEMENT:Zone Mean Air Temperature [C](TimeStep),COOLSYS1 CHILLER 1:Chiller Electric Power [W](TimeStep)
1,18.7,14.4,1.03E-02,76,101000,0.9,0,0,25,8.34999612980869,0,26.444572557357,1490.75630224014
2,18.2,14.7,1.05E-02,80,101000,1.7,23,0,25,8.34999612980869,0,26.447438931142,2813.50850594777
3,18.1,14.1,1.00E-02,77,101000,1.2,9,0,25,8.34999612980869,0,26.4503228534267,2092.21835084681
4,17.1,13.8,9.88E-03,81,101000,0.9,38,0,25,8.34999612980869,0,26.4532787160489,2793.9591053724
5,16,12.3,8.97E-03,79,101000,0,0,0,25,8.34999612980869,0,26.4563819053177,293.612920428677
6,16.1,11.9,8.68E-03,76,101000,0.2,0,0,25,8.34999612980869,0,26.4593008368382,1.91874353265117
7,17.3,11.8,8.63E-03,70,101000,0.2,0,0,25,8.34999612980869,0,26.4619968464561,-1252.56936453264
8,19.2,11.9,8.76E-03,63,101000,0,0,0,25,8.34999612980869,0,26.4638843751831,-2153.41710404584
9,22.2,12.1,8.86E-03,53,101000,0,132,233,25,8.34999612980869,0,26.4669075076156,92107.2487170215
10,25,12.1,8.91E-03,45,101000,0.3,225,717,25,8.34999612980869,0,26.4770351897797,94234.2382902175
11,27.6,11.9,8.77E-03,38,101000,1.1,360,987,25,8.34999612980869,0,26.4925440541501,88665.790359383
12,28.8,11.5,8.41E-03,34,101000,2.1,6,972,25,8.34999612980869,0,26.4976908190685,87703.4284040657
13,29.2,11.4,8.35E-03,33,101000,3.4,24,949,25,8.34999612980869,0,26.5057146685207,89404.9186315669
14,28.4,11.8,8.70E-03,36,101000,4.2,315,448,25,8.34999612980869,0,26.5081203667391,93405.950951969
15,27.5,12.8,9.18E-03,40,101000,4.6,328,315,25,8.34999612980869,0,26.5122783991892,73159.372863768
16,26.3,14.2,1.01E-02,47,101000,4.4,295,125,25,8.34999612980869,0,26.5089894072541,93095.3788315809
17,25.4,15.3,1.10E-02,54,101000,3.9,338,137,25,8.34999612980869,0,26.5061097770964,97096.197653267
18,24.3,15.9,1.14E-02,60,101000,3.2,309,32,25,8.34999612980869,0,26.494286534903,44446.8138734483
19,23.4,15.9,1.14E-02,63,101000,2.9,350,0,25,8.34999612980869,0,26.4810158417674,22238.0319015766
20,22.4,15.3,1.09E-02,64,101000,2.8,338,0,25,8.34999612980869,0,26.4590118549614,14894.723228308
21,21.7,14.6,1.04E-02,64,101000,3,41,0,25,8.34999612980869,0,26.4447710785587,9819.39863829696
22,20.8,14.3,1.02E-02,66,101000,3.1,14,0,25,8.34999612980869,0,26.4398600562361,6187.68786423158
23,20.2,14.1,1.01E-02,68,101000,2.8,360,0,25,8.34999612980869,0,26.4398421229664,6743.51582180038
24,19.3,14.4,1.02E-02,73,101000,1.9,221,0,25,8.34999612980869,0,26.4417622172812,4326.17132283888
25,18.5,14.5,1.04E-02,78,101000,0.9,129,0,25,8.27583180346749,0,26.5952187599064,3819.05146026138
26,17.6,14.4,1.03E-02,82,101000,0,0,0,25,8.27583180346749,0,26.5850894115551,2397.42433995144
27,17,13.9,9.94E-03,82,101000,0,0,0,25,8.27583180346749,0,26.6097230819296,2800.26017652291
28,16.2,13,9.44E-03,82,101000,0,0,0,25,8.27583180346749,0,26.6186764137414,2251.53802888239
29,14.6,12.9,9.35E-03,90,101000,0,0,0,25,8.27583180346749,0,26.6319216502221,4446.45891219868
30,14.2,13.2,9.52E-03,94,101000,0,25,0,25,8.27583180346749,0,26.6707589027284,6442.99077500533
31,15.4,14.4,1.03E-02,94,101000,0,28,0,25,8.27583180346749,9.58855227212056,23.7542456434154,147423.930297805
32,17.6,14.4,1.03E-02,82,101000,0,0,0,25,8.27583180346749,19.1771045442411,23.9818595828062,131355.963343202
33,21.3,12.9,9.34E-03,59,101000,0,0,421,25,8.27583180346749,91.0912465851453,24.0007468444829,124948.566231265
34,24.7,11.9,8.75E-03,45,101000,0,0,1010,25,8.27583180346749,91.0912465851453,24.0018251235134,101777.506046577
35,27.8,10.9,8.16E-03,35,101000,0,0,724,25,8.27583180346749,91.0912465851453,24.0018999284052,121671.407115681
36,29,12.2,9.01E-03,36,101000,0.8,86,1041,25,8.27583180346749,91.0912465851453,24.0018154958508,129870.783423142
37,29.2,13.7,9.89E-03,39,101000,1.7,198,751,25,8.27583180346749,47.9427613606028,24.0014936573991,162958.206328403
38,28.2,15.8,1.13E-02,47,101000,2.8,293,413,25,8.27583180346749,91.0912465851453,24.0012371497881,176591.946450801
39,27.4,16.7,1.19E-02,52,101000,3.3,347,224,25,8.27583180346749,91.0912465851453,24.0016237666411,188854.670022692
40,26.4,17.4,1.25E-02,58,101000,3.6,345,60,25,8.27583180346749,91.0912465851453,24.001847392984,199929.321245536
41,26,17.1,1.22E-02,58,101000,3.3,315,209,25,8.27583180346749,91.0912465851453,24.0019006042866,183136.168155974
42,25.1,17.5,1.26E-02,63,101000,3.1,282,82,25,8.27583180346749,67.1198659048439,24.0015501209035,198316.006792529
43,24.4,17.7,1.27E-02,66,101000,2.5,283,0,25,8.27583180346749,38.3542090884823,24.0008617436599,191184.358361625
44,23.2,18.5,1.34E-02,75,101000,2.2,315,0,25,8.27583180346749,38.3542090884823,24.0006292167166,193355.723065214
45,22.4,18.4,1.33E-02,78,101000,1.8,5,0,25,8.27583180346749,9.58855227212056,23.8906907277777,188452.926290895
46,21.2,18.4,1.33E-02,84,101000,1.8,27,0,25,8.27583180346749,9.58855227212056,23.8292488835731,184260.722740156
47,20.4,17.4,1.25E-02,83,101000,1.7,360,0,25,8.27583180346749,4.79427613606028,25.5554160237273,3335.74552798524
48,19.2,16.4,1.17E-02,84,101000,1.9,271,0,25,8.27583180346749,4.79427613606028,26.2896046461647,2643.70541713891
49,18.4,14.7,1.05E-02,79,101000,1.8,155,0,25,8.20307340473837,0,26.2329471665455,2695.57294564748
50,17.2,13.6,9.82E-03,80,101000,1.7,45,0,25,8.20307340473837,0,26.3064931765722,1249.78235447234
51,16.4,12.4,8.97E-03,77,101000,1,0,0,25,8.20307340473837,0,26.3173108341214,-103.381764724402
52,15.2,12.5,9.07E-03,84,101000,0.6,0,0,25,8.20307340473837,0,26.3451403745499,1474.55659027395
53,19.4,13.2,9.58E-03,68,101000,1.7,90,0,25,8.20307340473837,0,26.3658587926233,56.9682308637229
54,19.5,13,9.35E-03,66,101000,1.8,100,0,25,8.20307340473837,0,26.4168714510687,1097.07505983741
55,20.9,12.6,9.11E-03,59,101000,2,113,0,25,8.20307340473837,9.58855227212056,23.6069184098801,122786.332612098
56,22.4,11.9,8.80E-03,52,101000,1.7,90,0,25,8.20307340473837,19.1771045442411,23.8417730492835,101294.585723567
57,25.6,11.5,8.40E-03,41,101000,1.8,89,550,25,8.20307340473837,91.0912465851453,23.9982360958928,123371.782893435
58,27.9,11.7,8.69E-03,37,101000,1.8,79,929,25,8.20307340473837,91.0912465851453,24.0013704106786,125291.591090594
59,30.2,12.6,9.12E-03,34,101000,2.2,113,902,25,8.20307340473837,91.0912465851453,24.0019238428212,150383.386499111
60,30.1,13.9,9.89E-03,37,101000,2.4,148,681,25,8.20307340473837,91.0912465851453,24.0019451442904,165533.970760338
61,29.8,15.3,1.08E-02,41,101000,3,228,629,25,8.20307340473837,47.9427613606028,24.0017944218352,177593.556184635
62,28.2,16.2,1.15E-02,48,101000,3.3,293,178,25,8.20307340473837,91.0912465851453,24.0014746700014,191954.037672809
63,27.9,16.5,1.18E-02,50,101000,3.9,360,49,25,8.20307340473837,91.0912465851453,24.0018025166833,203716.257609919
64,27.1,16.6,1.19E-02,53,101000,3.7,357,191,25,8.20307340473837,91.0912465851453,24.0019061786018,189815.560070796
65,27.4,16.3,1.17E-02,51,101000,3.3,315,318,25,8.20307340473837,91.0912465851453,24.0019562782778,180620.041270039
66,26.4,16.1,1.14E-02,53,101000,2.1,201,173,25,8.20307340473837,67.1198659048439,24.0017631806111,179487.298897263
67,25.8,16.1,1.15E-02,55,101000,1.1,98,0,25,8.20307340473837,38.3542090884823,24.001056128962,173767.868104787
68,24,16.4,1.18E-02,63,101000,0,0,0,25,8.20307340473837,38.3542090884823,24.0006967890498,165500.776934759
69,23,16.6,1.18E-02,67,101000,0,0,0,25,8.20307340473837,9.58855227212056,23.8387185921338,171296.280977241
70,21.3,16.6,1.18E-02,74,101000,0,0,0,25,8.20307340473837,9.58855227212056,23.7849253143491,167704.66023558
71,20.4,16.1,1.14E-02,76,101000,0,0,0,25,8.20307340473837,4.79427613606028,25.5050213677705,-3244.64620554436
72,18.8,15.3,1.09E-02,80,101000,0,1,0,25,8.20307340473837,4.79427613606028,26.2167202803433,-2120.05089653159
73,18.3,14.6,1.04E-02,79,101000,0.1,11,0,25,8.13174248033195,0,26.1830507330079,-233.961369352826
74,17.6,14,1.01E-02,80,101000,0,0,0,25,8.13174248033195,0,26.253750447454,-567.785516868486
75,18.3,13.6,9.74E-03,74,101000,0.6,26,0,25,8.13174248033195,0,26.2694682020282,-563.006692386107
76,18.5,13.5,9.73E-03,73,101000,1,45,0,25,8.13174248033195,0,26.2999946877492,-444.421685153033
77,20,15.3,1.08E-02,74,101000,1.1,113,0,25,8.13174248033195,0,26.3236647058937,2768.85451337527
78,20.2,15.7,1.11E-02,75,101000,1.6,143,0,25,8.13174248033195,0,26.3769308449258,4269.16882364328
79,21.5,15.6,1.11E-02,69,101000,1.5,117,0,25,8.13174248033195,9.58855227212056,23.5844822576912,150813.315541254
80,23,15.3,1.09E-02,62,101000,1.7,113,0,25,8.13174248033195,19.1771045442411,23.8098432169811,127822.851520001
81,25.6,14.2,1.01E-02,49,101000,1.3,67,385,25,8.13174248033195,91.0912465851453,23.9978455890301,141821.199009434
82,27.9,13.3,9.64E-03,41,101000,1.5,79,371,25,8.13174248033195,91.0912465851453,24.0013243806375,151918.082261691
83,30,12.8,9.29E-03,35,101000,1.7,90,963,25,8.13174248033195,91.0912465851453,24.0019350751287,146022.979816986
84,30.6,13.6,9.90E-03,36,101000,2.5,171,744,25,8.13174248033195,91.0912465851453,24.001974424448,169976.297761772
85,30.7,15,1.08E-02,39,101000,3.1,223,330,25,8.13174248033195,47.9427613606028,24.0018234206886,193022.175831047
86,29.6,16.9,1.20E-02,46,101000,3.9,293,442,25,8.13174248033195,91.0912465851453,24.0013351502235,200101.836760424
87,28.8,18.2,1.32E-02,53,101000,4,295,200,25,8.13174248033195,91.0912465851453,24.0017779745611,219480.054083882
88,27.6,18.6,1.35E-02,58,101000,4.1,321,25,25,8.13174248033195,91.0912465851453,24.0018975557104,223637.428463019
89,27,18.2,1.32E-02,59,101000,3.9,315,24,25,8.13174248033195,91.0912465851453,24.0019463991963,214594.526469861
90,26,17.4,1.25E-02,59,101000,4,357,121,25,8.13174248033195,67.1198659048439,24.0016105090502,203305.38476086
91,25.4,16.3,1.16E-02,57,101000,3.7,350,0,25,8.13174248033195,38.3542090884823,24.0010005844284,186806.328086978
92,24.4,15.8,1.13E-02,59,101000,3.3,338,0,25,8.13174248033195,38.3542090884823,24.0008879611135,176054.169595646
93,23.9,15.8,1.13E-02,61,101000,2.2,232,0,25,8.13174248033195,9.58855227212056,23.82208340299,159437.763353866
94,23,16.3,1.16E-02,66,101000,1.2,129,0,25,8.13174248033195,9.58855227212056,23.7704106966496,161984.250766645
95,22.4,16.6,1.19E-02,70,101000,0,0,0,25,8.13174248033195,4.79427613606028,25.4886221812462,-5055.32339041202
96,21.3,16.9,1.21E-02,76,101000,0,0,0,25,8.13174248033195,4.79427613606028,26.198293465071,-4803.86238895666
97,20.6,16.6,1.19E-02,78,101000,0,0,0,25,8.06186015422591,0,26.1670487849427,764.944744440098
98,19.8,16.2,1.16E-02,80,101000,0,0,0,25,8.06186015422591,0,26.2419842783268,910.971184500008
99,19.8,15.6,1.11E-02,77,101000,0.3,36,0,25,8.06186015422591,0,26.2568235628567,901.492451229692
100,19.6,15.4,1.10E-02,77,101000,0.9,101,0,25,8.06186015422591,0,26.2888811085311,1927.37530502903
101,20.2,14.1,1.01E-02,68,101000,0,0,0,25,8.06186015422591,0,26.3139617330007,-582.447298655747
102,20.6,12.2,8.95E-03,59,101000,0.2,19,0,25,8.06186015422591,0,26.3682465662953,-1566.89721539566
103,21.4,11.5,8.43E-03,53,101000,0.8,46,0,25,8.06186015422591,9.58855227212056,23.5808132066018,116447.902104466
104,23,10.7,8.06E-03,46,101000,1.7,90,0,25,8.06186015422591,19.1771045442411,23.8021716355512,91037.2554317614
105,25.3,11.3,8.25E-03,41,101000,2.6,107,356,25,8.06186015422591,91.0912465851453,23.9970219874361,130760.153251151
106,28.2,10.4,7.87E-03,33,101000,3.2,106,809,25,8.06186015422591,91.0912465851453,24.0006767340417,128982.933450272
107,31,9.8,7.57E-03,27,101000,3.3,68,1200,25,8.06186015422591,91.0912465851453,24.0016697991632,144310.152639191
108,33.1,7.5,6.62E-03,21,101000,3,35,1195,25,8.06186015422591,91.0912465851453,24.0026854279606,148685.932212857
109,33.8,7.2,6.22E-03,19,101000,2.5,12,1135,25,8.06186015422591,47.9427613606028,24.0033086317601,142054.865946203
110,33.2,8,6.65E-03,21,101000,2.2,45,626,25,8.06186015422591,91.0912465851453,24.0026942638111,161220.14671471
111,31.5,11.5,8.46E-03,29,100000,2.4,116,91,25,8.06186015422591,91.0912465851453,23.9998891766605,183917.661586193
112,29.5,14.3,1.04E-02,40,100000,3.1,233,195,25,8.06186015422591,91.0912465851453,23.998956888453,189571.505615526
113,27.6,16.5,1.19E-02,51,100000,3.9,338,82,25,8.06186015422591,91.0912465851453,24.0011294970461,201666.626074521
114,26.3,16.2,1.16E-02,54,101000,4.4,53,12,25,8.06186015422591,67.1198659048439,24.0020913364591,197542.630213995
115,25.5,14.9,1.06E-02,52,101000,4.2,46,0,25,8.06186015422591,38.3542090884823,24.0010374454294,172736.952013256
116,24.8,12.2,9.00E-03,46,101000,3.3,338,0,25,8.06186015422591,38.3542090884823,24.0009171770821,144956.489132485
117,23.9,11.3,8.33E-03,45,101000,2.1,211,0,25,8.06186015422591,9.58855227212056,23.8363960769823,121327.458852487
118,22.7,10.9,8.09E-03,47,101000,0.8,92,0,25,8.06186015422591,9.58855227212056,23.7834999734938,117722.40965021
119,21.4,13,9.40E-03,59,101000,0,0,0,25,8.06186015422591,4.79427613606028,25.5034748601176,-12833.4691218918
120,20.4,14.5,1.04E-02,69,101000,0,0,0,25,8.06186015422591,4.79427613606028,26.2073872679946,-6298.065870418
121,19.7,16.5,1.18E-02,82,101000,0,0,0,25,7.99344712140922,0,26.182967110631,927.577434240429
122,19.6,16.8,1.20E-02,84,101000,0,0,0,25,7.99344712140922,0,26.2562104395416,1897.94732920603
123,19.7,16.9,1.21E-02,84,101000,0.1,5,0,25,7.99344712140922,0,26.2713567317617,2151.70874615184
124,20,15.5,1.10E-02,75,101000,0.1,8,0,25,7.99344712140922,0,26.3031135664513,1209.84166699216
125,17.4,12.1,8.81E-03,71,101000,0,0,0,25,7.99344712140922,0,26.3265450352493,-2533.51960524535
126,18,10.9,8.11E-03,63,101000,0.4,11,0,25,7.99344712140922,0,26.3800662210539,-3487.45045390521
127,19.3,10.1,7.68E-03,55,101000,0.8,26,0,25,7.99344712140922,9.58855227212056,23.5902895807278,104452.356729843
128,21.2,9.2,7.22E-03,46,101000,1.7,68,0,25,7.99344712140922,19.1771045442411,23.8202831014773,81680.2759050754
129,23.9,9.1,7.21E-03,39,101000,2.3,89,566,25,7.99344712140922,91.0912465851453,23.9973227319624,112139.58698588
130,26.6,8.4,6.94E-03,32,101000,3,108,1045,25,7.99344712140922,91.0912465851453,24.0005633858882,103823.661654527
131,29.2,7.9,6.56E-03,26,101000,3.3,90,1204,25,7.99344712140922,91.0912465851453,24.0016090070226,114463.422642495
132,31,5.9,5.87E-03,21,101000,3.7,76,1246,25,7.99344712140922,91.0912465851453,24.0023628676015,128908.744229257
133,32.2,4.7,5.38E-03,18,101000,3.5,52,1136,25,7.99344712140922,47.9427613606028,24.0031170528751,133118.163551647
134,32.4,4.2,5.14E-03,17,101000,3.3,68,876,25,7.99344712140922,91.0912465851453,24.0037310138659,142386.57752525
135,32.2,6.5,6.04E-03,20,100000,2.9,103,748,25,7.99344712140922,91.0912465851453,24.0017578936354,151918.639152854
136,31.3,9.6,7.48E-03,26,100000,2.9,187,567,25,7.99344712140922,91.0912465851453,23.9997460997457,161302.511227758
137,30.2,13.1,9.40E-03,35,101000,2.8,270,64,25,7.99344712140922,91.0912465851453,23.9980884537813,186192.197288361
138,28.4,15.4,1.09E-02,45,101000,3.1,348,64,25,7.99344712140922,67.1198659048439,23.9988940284504,198665.335355348
139,26.6,16.6,1.18E-02,54,101000,3,358,0,25,7.99344712140922,38.3542090884823,24.0005324292493,193403.229383286
140,24.6,16.1,1.15E-02,59,101000,2.8,315,0,25,7.99344712140922,38.3542090884823,24.0007095585155,177643.083729992
141,22.9,15.3,1.09E-02,62,101000,1.8,205,0,25,7.99344712140922,9.58855227212056,23.8564490798467,154544.617355175
142,21.2,13.9,9.93E-03,63,101000,1,96,0,25,7.99344712140922,9.58855227212056,23.8007836657685,139796.762889544
143,20,12.8,9.21E-03,63,101000,0,0,0,25,7.99344712140922,4.79427613606028,25.5242817534761,-11792.0489077863
144,18.8,12,8.81E-03,65,101000,0,0,0,25,7.99344712140922,4.79427613606028,26.2265191010146,-6763.856239958
145,18.1,12.3,8.95E-03,69,101000,0,0,0,25,7.92652364175358,0,26.0667440942102,-6044.34885202367
146,17.4,12.4,9.07E-03,73,101000,0,0,0,25,7.92652364175358,0,26.1349313504786,-4703.23405408206
147,17.2,12.9,9.32E-03,76,101000,0,8,0,25,7.92652364175358,0,26.1349708458434,-3085.96254109917
148,17.1,12.4,9.02E-03,74,101000,0.1,14,0,25,7.92652364175358,0,26.1561752573971,-3552.90407240353
149,18.2,7.8,6.64E-03,51,101000,0,0,0,25,7.92652364175358,0,26.170075228711,-12662.83832557
150,18.7,7.6,6.44E-03,48,101000,0.1,55,0,25,7.92652364175358,0,26.18553308621,-11417.252754456
151,20.2,5.9,5.74E-03,39,101000,0.7,58,0,25,7.92652364175358,9.58855227212056,23.4272140199197,77743.2467043901
152,22,6.1,5.92E-03,36,101000,1.1,90,0,25,7.92652364175358,9.58855227212056,23.6777133407891,91616.4983346539
153,24.8,5.1,5.45E-03,28,101000,2,53,639,25,7.92652364175358,47.9427613606028,23.8141921317108,56069.2181763818
154,27.2,6.4,6.06E-03,27,101000,2.7,69,900,25,7.92652364175358,47.9427613606028,23.8432731659679,87790.2405723954
155,29.6,7.5,6.45E-03,25,101000,3.3,68,1173,25,7.92652364175358,47.9427613606028,23.8373635554695,103765.870639805
156,30.6,10.8,8.23E-03,30,101000,3.4,154,897,25,7.92652364175358,47.9427613606028,23.8328409797673,140938.644590162
157,31,12.3,8.99E-03,32,101000,3.6,208,886,25,7.92652364175358,47.9427613606028,23.8252632344826,152342.499313574
158,30.4,13.8,9.78E-03,36,101000,3.3,293,479,25,7.92652364175358,47.9427613606028,23.8170429120497,135427.225097034
159,30,12.6,9.11E-03,34,100000,3.5,292,193,25,7.92652364175358,9.58855227212056,23.4506523457854,136164.613532172
160,29,12.2,9.11E-03,36,100000,3.3,315,255,25,7.92652364175358,9.58855227212056,23.4047431016241,127564.682947607
161,28.4,10.9,8.30E-03,34,100000,3.3,293,307,25,7.92652364175358,9.58855227212056,23.3359394469425,114270.884358096
162,27.1,12.3,8.97E-03,40,101000,2.9,334,150,25,7.92652364175358,0,23.1842474356147,146724.394770229
163,26.1,12.8,9.30E-03,44,101000,2.7,326,0,25,7.92652364175358,0,24.9385749579953,-16045.7743503189
164,24.6,14.3,1.03E-02,53,101000,2.2,338,0,25,7.92652364175358,0,25.6746396025637,4191.99584970449
165,23.6,13.6,9.84E-03,54,101000,2.1,253,0,25,7.92652364175358,0,25.6800152480729,-2978.94597921113
166,22.1,13.3,9.48E-03,57,101000,1.8,184,0,25,7.92652364175358,0,25.7554392525625,-5270.13208763362
167,21,11.8,8.70E-03,56,101000,1.7,68,0,25,7.92652364175358,0,25.7803842880393,-10720.0189086281
168,19.5,11.9,8.64E-03,61,101000,1.1,31,0,25,7.92652364175358,0,25.816611770124,-10081.2128845838
169,18.5,11.1,8.24E-03,62,101000,0.6,0,0,25,7.86110953401361,0,25.8467138160536,-11896.6910919619
170,17.6,11.5,8.55E-03,68,101000,0,0,0,25,7.86110953401361,0,25.8766663148223,-11017.6923188946
171,17.6,10.2,7.78E-03,62,101000,0,0,0,25,7.86110953401361,0,25.9052100489693,-13227.7129485844
172,17.5,9.9,7.61E-03,61,101000,0,6,0,25,7.86110953401361,0,25.9297871388599,-13180.5983402203
173,19.4,12.1,8.87E-03,63,101000,2.8,68,0,25,7.86110953401361,0,25.9551258532121,-7165.32132774216
174,18.4,13,9.40E-03,71,101000,2.2,62,0,25,7.86110953401361,0,25.9774516071779,-4669.6318975523
175,18.4,12.8,9.26E-03,70,101000,1.3,54,0,25,7.86110953401361,0,26.000917757574,-4842.5077588048
176,18.6,12.7,9.24E-03,69,101000,0,0,0,25,7.86110953401361,0,26.0224014312118,-6477.9137129349
177,21.5,11.2,8.32E-03,52,101000,0,2,166,25,7.86110953401361,0,26.0413563751334,41039.1625061469
178,24.7,10.2,7.76E-03,40,101000,0,12,740,25,7.86110953401361,0,26.0678477277733,83658.6444846197
179,29,9.5,7.49E-03,30,101000,1.1,90,1001,25,7.86110953401361,0,26.1001745825548,77332.1127269805
180,31.3,10.5,7.99E-03,28,101000,1.9,149,1109,25,7.86110953401361,0,26.1225350887923,79099.922901963
181,32.8,11.7,8.70E-03,28,101000,2.8,236,1204,25,7.86110953401361,0,26.1436230995398,83992.8163032742
182,32,13.1,9.62E-03,32,100000,2.8,270,835,25,7.86110953401361,0,26.1629871230746,88713.4907591776
183,31.2,13.5,9.77E-03,34,100000,3,315,204,25,7.86110953401361,0,26.1842406008545,102888.19907681
184,29.2,13.9,9.99E-03,39,100000,2.6,304,105,25,7.86110953401361,0,26.195898276211,104402.822204436
185,28.2,14,1.02E-02,42,100000,2.8,315,26,25,7.86110953401361,0,26.206144446838,74320.098641846
186,26.5,14.8,1.06E-02,49,101000,2.7,297,92,25,7.86110953401361,0,26.2067083632945,84563.159712199
187,26,15.3,1.10E-02,52,101000,3.2,334,0,25,7.86110953401361,0,26.2070399870773,46810.4339399981
188,25,16.2,1.15E-02,58,101000,3.3,360,0,25,7.86110953401361,0,26.1982129909733,36577.0291114184
189,24.9,16.3,1.17E-02,59,101000,3.7,59,0,25,7.86110953401361,0,26.1963836336441,41042.7183498853
190,23.6,16,1.13E-02,62,101000,3,46,0,25,7.86110953401361,0,26.1978121301737,22242.5825753029
191,22.6,14.8,1.05E-02,61,101000,2.2,360,0,25,7.86110953401361,0,26.188407251995,9502.09704057554
192,20.3,13.9,9.99E-03,67,101000,0.8,223,0,25,7.86110953401361,0,26.1863058731192,-125.480081520613
193,19.3,12.8,9.24E-03,66,101000,0.2,108,0,25,7.79722416995777,0,26.331749762329,-1034.21352499766
194,18.2,12.2,8.88E-03,68,101000,0,0,0,25,7.79722416995777,0,26.3355271369607,-2815.7346301469
195,18.9,11.5,8.45E-03,62,101000,1.1,0,0,25,7.79722416995777,0,26.3669548684978,-2469.70081174241
196,18.9,11.9,8.73E-03,64,101000,2,10,0,25,7.79722416995777,0,26.3828609667741,-1352.9128228114
197,19.4,12.1,8.87E-03,63,101000,0,0,0,25,7.79722416995777,0,26.403212604961,-2529.23591998847
198,19.6,12.2,8.83E-03,62,101000,0.7,45,0,25,7.79722416995777,0,26.4492618798061,-366.2181841901
199,20.6,12,8.79E-03,58,101000,0.8,25,0,25,7.79722416995777,9.58855227212056,23.620145695115,120101.39305092
200,22.4,11.9,8.80E-03,52,101000,1.1,45,0,25,7.79722416995777,19.1771045442411,23.8618080245893,101671.485593436
201,25,11.7,8.51E-03,43,101000,0.4,0,365,25,7.79722416995777,91.0912465851453,23.9989426050552,125583.394381152
202,27.5,12.2,8.95E-03,39,101000,0.4,2,894,25,7.79722416995777,91.0912465851453,24.0014012415203,120169.461656621
203,29.6,13,9.34E-03,36,101000,0,0,998,25,7.79722416995777,91.0912465851453,24.0018993886291,134169.599257146
204,30.6,14.6,1.05E-02,38,101000,0.9,109,886,25,7.79722416995777,91.0912465851453,24.0019371246357,163506.569343957
205,30.7,15.7,1.11E-02,40,101000,1.5,181,292,25,7.79722416995777,47.9427613606028,24.0013920805541,191350.990823959
206,30,16.7,1.20E-02,45,101000,2.8,293,432,25,7.79722416995777,91.0912465851453,24.0015184702411,200763.899068197
207,29.1,16.8,1.21E-02,48,101000,3,301,163,25,7.79722416995777,91.0912465851453,24.0017062969566,206814.188692327
208,28.1,16.6,1.19E-02,50,101000,3.6,339,207,25,7.79722416995777,91.0912465851453,24.001911251027,195635.89058648
209,27.2,16.4,1.18E-02,52,101000,3.3,315,159,25,7.79722416995777,91.0912465851453,24.0019385880703,187822.297352831
210,26.2,16.8,1.20E-02,56,101000,3.8,2,103,25,7.79722416995777,67.1198659048439,24.0017436891429,192204.399944472
211,25.2,17.3,1.25E-02,62,101000,3.4,340,0,25,7.79722416995777,38.3542090884823,24.0009372702619,193704.889720649
212,24,18.1,1.31E-02,70,101000,3.3,338,0,25,7.79722416995777,38.3542090884823,24.0006769035454,195752.916697973
213,23,18.4,1.33E-02,75,101000,2.1,220,0,25,7.79722416995777,9.58855227212056,23.8411275580441,183484.283057156
214,21.9,18.3,1.32E-02,80,101000,1.3,131,0,25,7.79722416995777,9.58855227212056,23.7868543958553,179337.331149462
215,21.2,17.6,1.27E-02,80,101000,0,0,0,25,7.79722416995777,4.79427613606028,25.5070908452701,-1638.30109663774
216,20.6,16.4,1.17E-02,77,101000,0,0,0,25,7.79722416995777,4.79427613606028,26.2114127563952,-4465.79849399604
217,20.3,15.1,1.07E-02,72,101000,0,0,0,25,7.73488646863152,0,26.1850600099941,-498.408510192912
218,20,13.9,9.95E-03,68,101000,0,0,0,25,7.73488646863152,0,26.2576125745081,-1468.43263095674
219,19.8,12.8,9.24E-03,64,101000,0,0,0,25,7.73488646863152,0,26.2721919588835,-2719.60489243589
220,19.5,12.4,9.07E-03,64,101000,0.1,22,0,25,7.73488646863152,0,26.3033073862243,-3074.66350953404
221,19.6,14.5,1.04E-02,73,101000,0,0,0,25,7.73488646863152,0,26.3276674280158,-614.360977725077
222,19.1,14.6,1.05E-02,76,101000,0.2,24,0,25,7.73488646863152,0,26.3812337581593,312.471329920976
223,20.1,14.6,1.05E-02,71,101000,0,0,0,25,7.73488646863152,9.58855227212056,23.5826593757551,144306.901480486
224,21.6,15,1.07E-02,66,101000,0,0,0,25,7.73488646863152,19.1771045442411,23.8162109487215,124145.824882619
225,24.9,14.7,1.05E-02,53,101000,0,0,65,25,7.73488646863152,91.0912465851453,23.993036917472,155520.534261974
226,28,14.4,1.04E-02,44,101000,0,0,731,25,7.73488646863152,91.0912465851453,24.001116450613,141064.565673991
227,31,14.2,1.01E-02,36,101000,0,0,1148,25,7.73488646863152,91.0912465851453,24.0018957833157,155747.84156577
