Id,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Dewpoint Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Outdoor Air Barometric Pressure [Pa](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Ground Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),BASEMENT PEOPLE:People Occupant Count [](TimeStep),BASEMENT:Zone Mean Air Temperature [C](TimeStep),COOLSYS1 CHILLER 1:Chiller Electric Power [W](TimeStep)
455,23,17.9,1.29E-02,73,101000,0,0,0,25,7.2463825491299,4.79427613606028,25.4958457207719,-3154.78071419398
456,21.6,16.1,1.15E-02,71,101000,0,0,0,25,7.2463825491299,4.79427613606028,26.2068330236059,-6012.98610578637
457,20.4,14,1.01E-02,67,101000,0.4,24,0,25,7.20045859501193,0,26.1762269987438,-1527.17122739627
458,19,12.4,9.06E-03,66,101000,0,0,0,25,7.20045859501193,0,26.2484191019994,-4060.63266428144
459,18.2,12.2,8.88E-03,68,101000,0.3,24,0,25,7.20045859501193,0,26.2658715082686,-3043.25342839329
460,17.4,12.6,9.19E-03,74,101000,0,0,0,25,7.20045859501193,0,26.2962207552383,-2481.73719891311
461,21.2,16.9,1.22E-02,77,101000,0,0,0,25,7.20045859501193,0,26.3207060390344,2413.75760435532
462,20.2,17,1.22E-02,82,101000,0.2,17,0,25,7.20045859501193,0,26.3733702214551,2820.81775920319
463,20.5,16.5,1.18E-02,78,101000,0.2,16,0,25,7.20045859501193,9.58855227212056,23.5792264593227,160350.009581521
464,21,16.4,1.17E-02,75,101000,0,0,0,25,7.20045859501193,19.1771045442411,23.8122089661532,135044.340713377
465,23.4,15.9,1.14E-02,63,101000,0,0,118,25,7.20045859501193,91.0912465851453,23.9927696651796,156343.746893888
466,25.5,15.9,1.15E-02,56,101000,0,0,348,25,7.20045859501193,91.0912465851453,24.0012041596938,149782.6627224
467,28,15.9,1.14E-02,48,101000,0,0,326,25,7.20045859501193,91.0912465851453,24.0019309063627,164844.782531112
468,28.6,16.7,1.20E-02,49,101000,1,87,793,25,7.20045859501193,91.0912465851453,24.0019972721886,163604.713709198
469,28.9,17.6,1.28E-02,51,101000,2.2,203,162,25,7.20045859501193,47.9427613606028,24.0015726412664,211469.712526543
470,28,18.4,1.33E-02,56,101000,3.3,315,300,25,7.20045859501193,91.0912465851453,24.0013320986603,203931.32041855
471,27.8,18.7,1.36E-02,58,101000,3.8,16,194,25,7.20045859501193,91.0912465851453,24.001814598748,207713.456756492
472,27,18.9,1.37E-02,61,101000,3.7,9,33,25,7.20045859501193,91.0912465851453,24.0019241361706,211672.660452336
473,26.8,18.6,1.35E-02,61,101000,2.8,293,231,25,7.20045859501193,91.0912465851453,24.0019620258156,197471.689292484
474,25.6,18.6,1.34E-02,65,101000,1.7,183,108,25,7.20045859501193,67.1198659048439,24.0016035923176,200247.705512621
475,24.8,18.5,1.34E-02,68,101000,0.6,72,0,25,7.20045859501193,38.3542090884823,24.000985484941,188556.995847982
476,23.2,18.5,1.34E-02,75,101000,0,0,0,25,7.20045859501193,38.3542090884823,24.0006879387743,179903.419002306
477,22.6,18.3,1.33E-02,77,101000,0,0,0,25,7.20045859501193,9.58855227212056,23.8161675060097,181911.446501713
478,21.6,18.3,1.33E-02,82,101000,0,0,0,25,7.20045859501193,9.58855227212056,23.7653218046189,178564.072898322
479,21.6,18,1.30E-02,80,101000,0,0,0,25,7.20045859501193,4.79427613606028,25.48256664287,-1638.80853336788
480,21,18,1.30E-02,83,101000,0.2,17,0,25,7.20045859501193,4.79427613606028,26.1932178055527,-3287.41997542662
481,21.2,17.7,1.28E-02,81,101000,0.1,12,0,25,7.15625903009631,0,26.0245923289299,533.415383270406
482,21,17.7,1.27E-02,81,101000,0,0,0,25,7.15625903009631,0,26.0993913142027,2142.3155527475
483,21.6,17.4,1.25E-02,77,101000,0,0,0,25,7.15625903009631,0,26.0957594562681,2032.01912935051
484,21.2,17.3,1.23E-02,78,101000,0,0,0,25,7.15625903009631,0,26.1207174653162,2220.04170477547
485,19,16.5,1.19E-02,86,101000,1.1,90,0,25,7.15625903009631,0,26.1358189269027,2692.04009745573
486,18.8,16.9,1.21E-02,89,101000,1.2,109,0,25,7.15625903009631,0,26.1542500255532,4318.37149356702
487,19.5,16.6,1.18E-02,83,101000,1.4,100,0,25,7.15625903009631,9.58855227212056,23.4061132427466,167942.836379241
488,21,16.4,1.17E-02,75,101000,1.1,68,0,25,7.15625903009631,9.58855227212056,23.6472217539783,158162.92299673
489,23.5,15.1,1.07E-02,59,101000,1.3,37,169,25,7.15625903009631,47.9427613606028,23.7849467891653,121077.08920518
490,26,14.5,1.03E-02,49,101000,1.2,31,690,25,7.15625903009631,47.9427613606028,23.805954129882,88523.589953775
491,28.4,13.8,9.93E-03,41,101000,1.7,68,1035,25,7.15625903009631,47.9427613606028,23.7980737222932,120347.947598781
492,29.6,14.8,1.07E-02,41,101000,1.9,142,764,25,7.15625903009631,47.9427613606028,23.7933798987075,147882.182734775
493,29.9,15.8,1.14E-02,43,101000,2.5,235,805,25,7.15625903009631,47.9427613606028,23.7870763501514,166627.334316281
494,29.2,17.4,1.25E-02,49,101000,2.8,315,237,25,7.15625903009631,47.9427613606028,23.7805472303762,175104.642883336
495,28.3,17.9,1.28E-02,53,101000,3.4,358,201,25,7.15625903009631,9.58855227212056,23.4145927943306,199406.13394755
496,27.1,18.5,1.33E-02,59,101000,3.4,355,159,25,7.15625903009631,9.58855227212056,23.3692923895156,190273.140067062
497,26.2,18.3,1.33E-02,62,101000,3.3,315,65,25,7.15625903009631,9.58855227212056,23.2996628451534,189937.72317865
498,25.1,18.7,1.36E-02,68,101000,2.6,258,89,25,7.15625903009631,0,23.1461136541934,169509.954157758
499,24.4,18.5,1.35E-02,70,101000,2.2,207,0,25,7.15625903009631,0,24.9031097840307,-7638.1103203361
500,23.6,18.9,1.38E-02,75,101000,1.7,169,0,25,7.15625903009631,0,25.6274043650545,3367.81407427652
501,23.2,18.5,1.34E-02,75,101000,1.8,143,0,25,7.15625903009631,0,25.6319113191374,1802.05034044579
502,22.7,18.4,1.34E-02,77,101000,1.7,117,0,25,7.15625903009631,0,25.7111578566947,1034.52964624295
503,22.4,17.9,1.29E-02,76,101000,1.7,84,0,25,7.15625903009631,0,25.7335108187222,386.976768526956
504,21.8,18.1,1.30E-02,79,101000,1,45,0,25,7.15625903009631,0,25.7705319663193,843.251209642218
505,21.3,17.5,1.26E-02,79,101000,0.6,13,0,25,7.11379694366553,0,25.8006809635563,-935.779065295785
506,20.6,17.6,1.27E-02,83,101000,0,0,0,25,7.11379694366553,0,25.8311904609486,-904.677715367282
507,20.1,16.9,1.21E-02,82,101000,0.2,16,0,25,7.11379694366553,0,25.859674560742,-1080.91033973995
508,19.4,16.9,1.22E-02,86,101000,0.5,52,0,25,7.11379694366553,0,25.8858936785525,47.6986726421679
509,20.8,15.2,1.08E-02,70,101000,0,0,0,25,7.11379694366553,0,25.9132738702067,-2650.79295515382
510,20.8,14.8,1.06E-02,69,101000,0.2,0,0,25,7.11379694366553,0,25.9386503564187,-3737.10769744702
511,21.4,14.6,1.04E-02,65,101000,0.8,0,0,25,7.11379694366553,0,25.9631789623017,-1340.7942569085
512,22.2,14.7,1.04E-02,62,101000,1.7,45,0,25,7.11379694366553,0,25.9870005744771,3583.7743533669
513,23.9,15.1,1.08E-02,58,101000,2.6,133,269,25,7.11379694366553,0,26.0082829422075,111009.171186703
514,25.4,15.6,1.12E-02,55,101000,3.2,239,625,25,7.11379694366553,0,26.0312035778084,89577.4933493432
515,27,16.1,1.14E-02,51,101000,3.3,315,711,25,7.11379694366553,0,26.0476187838175,87049.9885560464
516,27.5,16.4,1.18E-02,51,101000,2.9,354,609,25,7.11379694366553,0,26.0668634742952,90987.4357419346
517,27.8,16.4,1.17E-02,50,101000,2.5,342,219,25,7.11379694366553,0,26.0764295183391,92659.7046899946
518,27.2,16.4,1.18E-02,52,101000,2.2,315,224,25,7.11379694366553,0,26.0882849412969,97971.2458350001
519,26.9,16.6,1.18E-02,53,101000,2.6,290,243,25,7.11379694366553,0,26.0954249525466,94702.2907627146
520,26.2,16.8,1.20E-02,56,101000,3.2,303,115,25,7.11379694366553,0,26.105944410476,93149.6103941176
521,25.8,17.1,1.23E-02,59,101000,3.9,338,260,25,7.11379694366553,0,26.1098460856012,94364.0172676263
522,25,17.2,1.23E-02,62,101000,4.1,23,184,25,7.11379694366553,0,26.1163114478786,95238.0175251389
523,24.5,17.7,1.28E-02,66,101000,3.8,26,0,25,7.11379694366553,0,26.1134602620951,36104.1593750112
524,23.6,17.6,1.26E-02,69,101000,2.8,338,0,25,7.11379694366553,0,26.1156855797409,18391.3782832125
525,23.2,17.8,1.29E-02,72,101000,1.7,228,0,25,7.11379694366553,0,26.1257108633454,10743.7607747547
526,22.4,17.6,1.26E-02,74,101000,0.6,105,0,25,7.11379694366553,0,26.1398709305715,6113.29598598203
527,22,17.5,1.26E-02,76,101000,0,0,0,25,7.11379694366553,0,26.1539887796144,2936.02918864766
528,21.1,17,1.21E-02,77,101000,0,0,0,25,7.11379694366553,0,26.167765592661,2320.33066982481
529,20.7,16.7,1.20E-02,78,101000,0,0,0,25,7.07308491046434,0,26.3400231480718,2342.63015923235
530,20.2,16.2,1.16E-02,78,101000,0,0,0,25,7.07308491046434,0,26.3332050071535,1610.08890429637
531,20.4,15.9,1.14E-02,76,101000,0.1,24,0,25,7.07308491046434,0,26.3685602633128,1607.02568756649
532,20.4,15.4,1.10E-02,73,101000,0,28,0,25,7.07308491046434,0,26.3874689194026,1859.43937899404
533,18.8,17.3,1.24E-02,91,101000,0,0,0,25,7.07308491046434,0,26.40969804734,3954.35284106862
534,18.6,17.4,1.25E-02,93,101000,0.2,21,0,25,7.07308491046434,0,26.4589874702041,4699.78937917205
535,19.6,17,1.22E-02,85,101000,0,0,0,25,7.07308491046434,9.58855227212056,23.6314822400131,166028.154895942
536,21.6,16.7,1.20E-02,74,101000,0,0,0,25,7.07308491046434,19.1771045442411,23.8729520766184,140096.064964579
537,24.6,16.1,1.15E-02,59,101000,0,0,306,25,7.07308491046434,91.0912465851453,23.9988534547751,148625.691432414
538,27.5,15.8,1.13E-02,49,101000,0,0,361,25,7.07308491046434,91.0912465851453,24.0015277636201,158355.084376751
539,29.8,16,1.13E-02,43,101000,0,0,818,25,7.07308491046434,91.0912465851453,24.0019173638393,160813.753960386
540,30.8,16.9,1.23E-02,44,101000,0.9,104,815,25,7.07308491046434,91.0912465851453,24.0019443270315,188210.119574241
541,31,17.6,1.27E-02,45,101000,1.5,173,672,25,7.07308491046434,47.9427613606028,24.0018156450874,227308.104161107
542,30.4,18.2,1.31E-02,48,101000,2.2,270,410,25,7.07308491046434,91.0912465851453,24.0013575391055,215827.492559869
543,29.9,17.9,1.30E-02,49,101000,2.3,283,245,25,7.07308491046434,91.0912465851453,24.0017070902855,217527.926603941
544,29.4,17.7,1.26E-02,49,101000,2.5,323,254,25,7.07308491046434,91.0912465851453,24.0019253144841,208545.454846154
545,29,17.2,1.23E-02,49,101000,2.2,315,256,25,7.07308491046434,91.0912465851453,24.001954005208,199678.943649164
546,28.2,17.3,1.25E-02,52,101000,2.5,3,218,25,7.07308491046434,67.1198659048439,24.0017527192764,197767.947996604
547,27.2,17.3,1.25E-02,55,101000,2.3,348,0,25,7.07308491046434,38.3542090884823,24.0009475406677,200631.066015265
548,25.8,17.5,1.25E-02,60,101000,2.2,338,0,25,7.07308491046434,38.3542090884823,24.0008480666867,193459.32990625
549,24.6,17.1,1.22E-02,63,101000,1.5,223,0,25,7.07308491046434,9.58855227212056,23.8480388588151,172563.174068732
550,23.4,16.7,1.19E-02,66,101000,0.9,127,0,25,7.07308491046434,9.58855227212056,23.7936687416994,164713.938822935
551,22.8,16.1,1.15E-02,66,101000,0,0,0,25,7.07308491046434,4.79427613606028,25.5156914486768,-6551.61414652993
552,22.2,16.1,1.14E-02,68,101000,0,0,0,25,7.07308491046434,4.79427613606028,26.2222277021277,-5991.13609724811
553,21.9,16.1,1.15E-02,70,101000,0,0,0,25,7.03413498697573,0,26.1975853551601,2609.64666641822
554,21.2,16.6,1.19E-02,75,101000,0,0,0,25,7.03413498697573,0,26.2684858526489,2554.21494867827
555,20.5,16.8,1.21E-02,80,101000,0,0,0,25,7.03413498697573,0,26.2868504811572,1438.1858072595
556,19.5,17.2,1.24E-02,87,101000,0.2,27,0,25,7.03413498697573,0,26.3177226750805,2933.43189555109
557,20.4,16.1,1.14E-02,76,101000,0,0,0,25,7.03413498697573,0,26.3439761660975,2233.22999572105
558,19.5,16.1,1.15E-02,81,101000,0,0,0,25,7.03413498697573,0,26.3961454304209,1875.47367651078
559,20.4,16.2,1.16E-02,77,101000,0,0,0,25,7.03413498697573,9.58855227212056,23.5936605412793,157722.839234138
560,21.6,16.1,1.15E-02,71,101000,0,0,0,25,7.03413498697573,19.1771045442411,23.8293989401291,132544.733561205
561,25.1,16.1,1.16E-02,58,101000,0.3,24,171,25,7.03413498697573,91.0912465851453,23.9960183891315,159291.218535043
562,28,16.1,1.16E-02,49,101000,0.7,77,888,25,7.03413498697573,91.0912465851453,24.0011219808193,148518.697032892
563,31,16.8,1.21E-02,43,101000,1.1,113,1024,25,7.03413498697573,91.0912465851453,24.0018988377796,182079.49436549
564,31.4,17.3,1.24E-02,43,101000,1.6,160,391,25,7.03413498697573,91.0912465851453,24.0019699580267,213710.886117981
565,31.4,18.4,1.33E-02,46,101000,1.9,176,667,25,7.03413498697573,47.9427613606028,24.001815506456,246166.116239577
566,29.9,19,1.38E-02,52,101000,2.2,203,187,25,7.03413498697573,91.0912465851453,24.001343570832,229160.39816507
567,29.6,19.9,1.46E-02,56,101000,2.5,212,198,25,7.03413498697573,91.0912465851453,24.0017926168144,238005.059219515
568,28.7,20.3,1.52E-02,61,101000,3,254,111,25,7.03413498697573,91.0912465851453,24.0018969646615,242604.488723318
569,28.8,20.9,1.58E-02,63,101000,3.3,293,111,25,7.03413498697573,91.0912465851453,24.0019312993787,253865.480661034
570,27.5,21,1.58E-02,68,101000,3.6,346,87,25,7.03413498697573,67.1198659048439,24.0017436785036,255295.127481785
571,26.9,21.4,1.61E-02,72,101000,3.4,349,0,25,7.03413498697573,38.3542090884823,24.0010458370744,247874.57399802
572,25.2,21.5,1.62E-02,80,101000,2.8,315,0,25,7.03413498697573,38.3542090884823,24.0008561553203,231037.706306619
573,24.8,21.9,1.66E-02,84,101000,1.8,211,0,25,7.03413498697573,9.58855227212056,23.8328882826296,220632.018113207
574,23.6,21.6,1.64E-02,89,101000,0.8,104,0,25,7.03413498697573,9.58855227212056,23.7807493391499,210795.689738819
575,23.4,21.1,1.58E-02,87,101000,0,0,0,25,7.03413498697573,4.79427613606028,25.4917932694705,112.865477671018
576,22.1,19.8,1.46E-02,87,101000,0,0,0,25,7.03413498697573,4.79427613606028,26.2134848475358,-3847.0813460485
577,21.8,18.4,1.33E-02,81,101000,0,0,0,25,6.99695870785065,0,26.1834450543043,3506.7111251288
578,20.8,16.8,1.20E-02,78,101000,0,0,0,25,6.99695870785065,0,26.2565044586212,1969.89490002365
579,21.1,16.2,1.16E-02,74,101000,0.1,15,0,25,6.99695870785065,0,26.2750389089035,1947.1908752262
580,20.3,15.8,1.12E-02,75,101000,0.2,26,0,25,6.99695870785065,0,26.3068760063678,2135.79468169105
581,22.4,18.2,1.31E-02,77,101000,1.1,338,0,25,6.99695870785065,0,26.333317707399,10210.416012184
582,21.5,17.6,1.27E-02,79,101000,0.8,228,0,25,6.99695870785065,0,26.3899213402315,6296.19033108661
583,21.8,16.3,1.16E-02,71,101000,0.4,152,0,25,6.99695870785065,9.58855227212056,23.5899494196045,155020.034487971
584,22.4,17.3,1.24E-02,73,101000,0,0,0,25,6.99695870785065,19.1771045442411,23.8158082245611,141996.828693839
585,24.6,17.1,1.22E-02,63,101000,0.4,58,150,25,6.99695870785065,91.0912465851453,23.9955292896661,166078.096063233
586,26.5,18.5,1.33E-02,61,101000,1.1,110,563,25,6.99695870785065,91.0912465851453,24.0012392602981,166701.658346256
587,28.6,18.4,1.33E-02,54,101000,2.2,293,296,25,6.99695870785065,91.0912465851453,24.0018849486645,205272.954331781
588,29.1,19.3,1.42E-02,56,101000,2.8,321,710,25,6.99695870785065,91.0912465851453,24.0019741882164,207837.432929008
589,29.5,18.3,1.32E-02,51,101000,3.2,20,640,25,6.99695870785065,47.9427613606028,24.0018637530771,219547.289413164
590,28.8,18,1.30E-02,52,101000,2.8,293,286,25,6.99695870785065,91.0912465851453,24.0015266596875,205339.377234211
591,28.8,15.7,1.12E-02,45,101000,2.4,313,316,25,6.99695870785065,91.0912465851453,24.0018808503369,181430.146178731
592,28.2,15.5,1.10E-02,46,101000,1.7,252,136,25,6.99695870785065,91.0912465851453,24.0019516683027,180469.833570843
593,28,14.8,1.07E-02,45,101000,1.7,315,232,25,6.99695870785065,91.0912465851453,24.0019730574445,170738.950719
594,26.6,16.7,1.20E-02,55,101000,1.7,282,101,25,6.99695870785065,67.1198659048439,24.0017272452556,190239.482144218
595,25.6,16.9,1.22E-02,59,101000,2.4,7,0,25,6.99695870785065,38.3542090884823,24.0010457542157,182759.004450105
596,24,17.4,1.26E-02,67,101000,2.8,360,0,25,6.99695870785065,38.3542090884823,24.0006534515331,186550.066597426
597,23.5,15.3,1.09E-02,60,101000,3.2,90,0,25,6.99695870785065,9.58855227212056,23.8300967508426,153542.431586026
598,22.9,14.4,1.03E-02,59,101000,2.8,21,0,25,6.99695870785065,9.58855227212056,23.7777327830903,143134.246128333
599,23.2,13.3,9.61E-03,54,101000,2.2,338,0,25,6.99695870785065,4.79427613606028,25.488480059784,-11815.2576422627
600,22.8,15.9,1.13E-02,65,101000,1.1,137,0,25,6.99695870785065,4.79427613606028,26.210901469105,-4121.01196944937
601,23.2,17.8,1.29E-02,72,101000,0.4,69,0,25,6.96156708249205,0,26.1797186104765,8905.97719883923
602,22.8,20.8,1.56E-02,89,101000,0,0,0,25,6.96156708249205,0,26.2564540863406,4911.50032506752
603,23.1,20.8,1.55E-02,87,101000,0.4,147,0,25,6.96156708249205,0,26.2729571227932,7814.57089553016
604,22.5,20.6,1.53E-02,89,101000,0.8,224,0,25,6.96156708249205,0,26.3073170078318,7683.53562856265
605,21.4,15.2,1.09E-02,68,101000,3.3,23,0,25,6.96156708249205,0,26.3348368644496,8920.19326867335
606,21.4,16.7,1.20E-02,75,101000,2.2,36,0,25,6.96156708249205,0,26.3913792949578,6839.23259557394
607,21.9,17.2,1.24E-02,75,101000,1.3,34,0,25,6.96156708249205,9.58855227212056,23.5909124484403,164233.088978255
608,22.4,16.6,1.19E-02,70,101000,0,0,0,25,6.96156708249205,19.1771045442411,23.8193760914749,135860.005984812
609,24.2,14.9,1.06E-02,56,101000,0.4,0,202,25,6.96156708249205,91.0912465851453,23.9969977499021,147373.164774507
610,25.9,12.5,8.98E-03,43,101000,1.1,0,678,25,6.96156708249205,91.0912465851453,24.0012601932765,119474.754246936
611,28.2,10.6,7.87E-03,33,101000,2.8,68,928,25,6.96156708249205,91.0912465851453,24.0018103080061,120138.53901242
612,29.2,10.1,7.58E-03,30,101000,3.3,149,670,25,6.96156708249205,91.0912465851453,24.0024078614328,136563.726731016
613,30,11.3,8.48E-03,32,101000,3.9,250,841,25,6.96156708249205,47.9427613606028,24.0015347428665,169614.690522542
614,29.4,13.2,9.49E-03,37,101000,3.3,315,620,25,6.96156708249205,91.0912465851453,24.0013864065006,159680.873287883
615,29,15,1.08E-02,43,101000,3.4,358,425,25,6.96156708249205,91.0912465851453,24.0018235185729,178487.724352676
616,27.7,16.5,1.19E-02,51,101000,2.9,350,126,25,6.96156708249205,91.0912465851453,24.0018746623916,192776.95425497
617,27,17.2,1.23E-02,55,101000,3.3,338,212,25,6.96156708249205,91.0912465851453,24.0019194454291,188705.739153124
618,25.7,17.7,1.27E-02,61,101000,3,316,23,25,6.96156708249205,67.1198659048439,24.0017337147396,206983.322204492
619,25.1,18,1.30E-02,65,101000,3.3,334,0,25,6.96156708249205,38.3542090884823,24.0009439473055,198539.084792913
620,24.2,18.3,1.33E-02,70,101000,2.8,360,0,25,6.96156708249205,38.3542090884823,24.0008404889141,195887.542486206
621,24,18.4,1.33E-02,71,101000,2.8,40,0,25,6.96156708249205,9.58855227212056,23.8359745547531,185349.143151996
622,23.2,18.2,1.31E-02,73,101000,1.7,30,0,25,6.96156708249205,9.58855227212056,23.7828698801114,180111.177181366
623,22.6,17.2,1.24E-02,72,101000,1.1,338,0,25,6.96156708249205,4.79427613606028,25.5036722609214,-2334.05842314274
624,21.2,15.6,1.12E-02,71,101000,0,219,0,25,6.96156708249205,4.79427613606028,26.2146898700011,-2684.07953472766
625,20.5,13.8,9.81E-03,65,101000,0,102,0,25,6.92797059179456,0,26.1850766693273,-565.276589385954
626,19.8,12.6,9.09E-03,63,101000,0,0,0,25,6.92797059179456,0,26.2602675862307,-2852.24470337422
627,20.3,12.4,9.08E-03,61,101000,1.7,0,0,25,6.92797059179456,0,26.2752680712736,-1091.90446111639
628,20.6,13.5,9.72E-03,64,101000,2.6,0,0,25,6.92797059179456,0,26.3074109196399,2734.40699768201
629,19.2,14.1,1.00E-02,72,101000,1.7,338,0,25,6.92797059179456,0,26.3317709418025,4839.6731184713
630,18.6,14.3,1.02E-02,76,101000,1,222,0,25,6.92797059179456,0,26.3870338878975,3888.34440269486
631,18.9,14.3,1.03E-02,75,101000,0.6,113,0,25,6.92797059179456,9.58855227212056,23.5910971311599,139464.748178
632,20,14.6,1.04E-02,71,101000,0,0,0,25,6.92797059179456,19.1771045442411,23.8208702429745,120551.734262292
633,22.4,14,1.00E-02,59,101000,0.6,46,257,25,6.92797059179456,91.0912465851453,23.9971197529124,138069.684415073
634,24.9,13.9,1.01E-02,51,101000,1.3,132,778,25,6.92797059179456,91.0912465851453,24.0013072233911,120754.306317881
635,27.4,13.7,9.82E-03,43,101000,2.8,293,969,25,6.92797059179456,91.0912465851453,24.0019687445314,131403.422826823
636,28.6,14.5,1.03E-02,42,101000,3.7,350,481,25,6.92797059179456,91.0912465851453,24.0019950079323,167477.054897517
637,28.9,15.2,1.10E-02,44,101000,4.7,23,888,25,6.92797059179456,47.9427613606028,24.0018340142217,189867.039785514
638,28,16.7,1.19E-02,50,101000,5,315,487,25,6.92797059179456,91.0912465851453,24.0013500062776,182813.411183924
639,27.1,17.2,1.24E-02,55,101000,5.5,303,289,25,6.92797059179456,91.0912465851453,24.0017964689573,192166.075847241
640,26,17.9,1.29E-02,61,101000,5.2,276,30,25,6.92797059179456,91.0912465851453,24.0018982022903,206283.698076334
641,25.4,18,1.31E-02,64,101000,5,338,196,25,6.92797059179456,91.0912465851453,24.0019344354,192340.210652146
642,24.7,18.4,1.33E-02,68,101000,3.9,355,50,25,6.92797059179456,67.1198659048439,24.0017470232686,211308.11172884
643,24.2,18.3,1.33E-02,70,101000,3,38,0,25,6.92797059179456,38.3542090884823,24.0009541665538,192236.148342322
644,23.4,18.4,1.34E-02,74,101000,1.7,338,0,25,6.92797059179456,38.3542090884823,24.000679349476,189438.228704495
645,22.7,17.8,1.28E-02,74,101000,1.1,273,0,25,6.92797059179456,9.58855227212056,23.82804307412,172896.270389537
646,21.7,17.6,1.27E-02,78,101000,0.2,113,0,25,6.92797059179456,9.58855227212056,23.7756634979332,169963.336968302
647,21,17,1.22E-02,78,101000,0,0,0,25,6.92797059179456,4.79427613606028,25.4942072423275,-3031.68945029176
648,20.3,17.1,1.23E-02,82,101000,0,0,0,25,6.92797059179456,4.79427613606028,26.2042833105855,-3174.87159931442
649,20.2,16.5,1.17E-02,79,101000,0,0,0,25,6.89617918504069,0,26.0362936750989,323.34634443717
650,20,16.3,1.16E-02,79,101000,0,0,0,25,6.89617918504069,0,26.110147064848,691.181828121479
651,20.1,15.2,1.09E-02,74,101000,0.9,188,0,25,6.89617918504069,0,26.1057564113246,722.364301482829
652,19.6,14.7,1.04E-02,73,101000,1.3,289,0,25,6.89617918504069,0,26.1297451271505,2809.28479089066
653,18.6,16.7,1.20E-02,89,101000,0,0,0,25,6.89617918504069,0,26.1443813756015,2083.7657214708
654,18.2,17,1.22E-02,93,101000,0,0,0,25,6.89617918504069,0,26.1611791293166,3225.04747938838
655,19.1,16.8,1.21E-02,87,101000,0,0,0,25,6.89617918504069,9.58855227212056,23.4092063030631,169842.510685394
656,20.6,16.6,1.19E-02,78,101000,0,0,0,25,6.89617918504069,9.58855227212056,23.6521060632867,160944.852897823
657,23.7,16.2,1.16E-02,63,101000,0.2,90,44,25,6.89617918504069,47.9427613606028,23.7929433945779,135394.098056541
658,26.5,16.6,1.20E-02,55,101000,0.5,204,621,25,6.89617918504069,47.9427613606028,23.8090175536055,107749.298930114
659,29,17.2,1.23E-02,49,101000,1.1,293,493,25,6.89617918504069,47.9427613606028,23.799031451478,144299.481477557
660,29.5,18.3,1.32E-02,51,101000,1.9,337,753,25,6.89617918504069,47.9427613606028,23.7906608691464,181769.264945477
661,29.3,19.3,1.41E-02,55,101000,2.7,326,483,25,6.89617918504069,47.9427613606028,23.7823721788302,177004.662610178
662,28,19.7,1.45E-02,61,101000,3.3,293,86,25,6.89617918504069,47.9427613606028,23.7737648071663,203812.208859188
663,27.4,19.5,1.43E-02,62,101000,3.7,264,170,25,6.89617918504069,9.58855227212056,23.4058742410198,206034.299971634
664,26.7,19,1.39E-02,63,101000,3.7,274,148,25,6.89617918504069,9.58855227212056,23.359622664699,191961.629385769
665,26.8,18.3,1.33E-02,60,101000,3.3,315,118,25,6.89617918504069,9.58855227212056,23.2895264574916,186798.178252071
666,26.2,18.3,1.33E-02,62,101000,2.7,6,53,25,6.89617918504069,0,23.1371593029497,165633.132765289
667,25.8,18.5,1.34E-02,64,101000,1.9,20,0,25,6.89617918504069,0,24.8934585922677,4587.50244446659
668,24.6,19.1,1.38E-02,71,101000,1.1,338,0,25,6.89617918504069,0,25.6164102996821,8969.56937001901
669,23.9,19.2,1.40E-02,75,101000,0.5,233,0,25,6.89617918504069,0,25.6252262606856,3425.8145945943
670,22.5,19.4,1.43E-02,83,101000,0.2,107,0,25,6.89617918504069,0,25.7002305576565,-109.607404126921
671,21.8,18.8,1.36E-02,83,101000,0,0,0,25,6.89617918504069,0,25.7260355656035,-635.491936776781
672,20.5,18.2,1.32E-02,87,101000,0,0,0,25,6.89617918504069,0,25.7612888493751,-1136.82574760692
673,20,17.4,1.25E-02,85,101000,0,0,0,25,6.86620227695444,0,25.7913693287325,-926.927354542042
674,19.2,17,1.22E-02,87,101000,0,0,0,25,6.86620227695444,0,25.8214477944835,-172.395562290284
675,19.2,16.7,1.20E-02,86,101000,0,32,0,25,6.86620227695444,0,25.8507617114493,-814.668355932288
676,18.6,16.7,1.20E-02,89,101000,0,34,0,25,6.86620227695444,0,25.8765531023005,724.518735211636
677,20.6,19.1,1.39E-02,91,101000,0,0,0,25,6.86620227695444,0,25.9034440481563,1313.89138756156
678,20.6,19.1,1.39E-02,91,101000,0.2,0,0,25,6.86620227695444,0,25.9284501553202,1591.21744208106
679,21.1,18.9,1.37E-02,87,101000,0.7,48,0,25,6.86620227695444,0,25.9528683242956,2388.64351242212
680,22,18.7,1.36E-02,82,101000,1.1,90,0,25,6.86620227695444,0,25.9765261680058,2761.05481392763
681,23.7,18.5,1.35E-02,73,101000,1.7,185,166,25,6.86620227695444,0,25.99742957905,83292.5207796728
